id,edition_id,ref,segment,term,term_greek,term_latin,page,div_id,seg_id,url,notes
wellmann:3.21,wellmann,3.21,,ἠρύγγη,,,,div-783,,,
berendes:3.22,berendes,3.22,,Aloë,Περἰ Άλόης,,276,div-922,,,
beck:3.22,beck,3.22,,Aloe,ἀλόη,,,div-359,,,
gunther:3.25,gunther,3.25,,ALOE,,,,div-397,,,
laguna:3.22,laguna,3.22,,aloe,ἀλόη,,415,div-954,,,
"barbaro:CCCCXLVIIII",barbaro,"CCCCXLVIIII",,Aloë,,,45,,,,
lusitanus:23,lusitanus,23,,"De aloe (aloe, semper vivum marinum). Liquor aloes (aloe / aloe)",,,298,,,,
monardes:XXII,monardes,XXII,,De l'aloe,,,395,,,,
wellmann:3.22,wellmann,3.22,,ἀλόη,,,,div-786,,,
berendes:3.23,berendes,3.23,,Wermuth,Περἰ Άψινϑίον,,278,div-926,,,
beck:3.23,beck,3.23,,Wormwood,ἀψίνθιον,,,div-360,,,
gunther:3.26,gunther,3.26,,APSINTHION,,,,div-398,,,
laguna:3.23,laguna,3.23,,ajenjo,ἀψίνθιον,,416,div-957,,,
"barbaro:CCCCL",barbaro,"CCCCL",,Absinthium,,,45,,,,
lusitanus:24,lusitanus,24,,De absinthio,,,299,,,,
monardes:XXIII,monardes,XXIII,,De l'aluine,,,397,,,,
wellmann:3.22,wellmann,3.22,,ἀλόη,,,,div-786,,,
berendes:3.24,berendes,3.24,,Seebeifuss,Περἰ Άψινϑίον ϑαλασσίον,,279,div-930,,,
beck:3.23,beck,3.23,,Wormwood,ἀψίνθιον,,,div-360,,,
gunther:3.27,gunther,3.27,,APSINTHION THALASSION,,,,div-399,,,
laguna:3.23.5,laguna,3.23.5,,ajenjo marino,ἀψίνθιον θαλάσσιον,,417,div-960,,,
"barbaro:",barbaro,"",,,,,,,,,
lusitanus:25,lusitanus,25,,De seriphio,,,300,,,,
monardes:XXIIII,monardes,XXIIII,,De l'aluine marine,,,397,,,,
wellmann:3.22,wellmann,3.22,,ἀλόη,,,,div-786,,,
berendes:3.25,berendes,3.25,,Santoninbeifuss,Περἰ Άψινϑίον Σαντονίον,,279,div-933,,,
beck:3.23,beck,3.23,,Wormwood,ἀψίνθιον,,,div-360,,,
gunther:3.28,gunther,3.28,,APSINTHION TRITON SANTONION,,,,div-400,,,
laguna:3.24,laguna,3.24,,abrótano,ἀβρότονον,,418,div-963,,,
"barbaro:CCCCLII",barbaro,"CCCCLII",,Absinthium Santonicum,,,45,,,,
lusitanus:26,lusitanus,26,,De santonico absinthio,,,300,,,,
wellmann:3.23,wellmann,3.23,,ἀψίνθιον,,,,div-792,,,
berendes:3.26,berendes,3.26,,Abrotonon,Περἰ Άβροτόνον,,280,div-937,,,
beck:3.24,beck,3.24,,Wormwood,ἀβρότονον,,,div-361,,,
gunther:3.29,gunther,3.29,,ABROTONON,,,,div-401,,,
"barbaro:CCCCLIII",barbaro,"CCCCLIII",,Abrotonum,,,45,,,,
lusitanus:27,lusitanus,27,,De abrotono,,,301,,,,
monardes:XXV,monardes,XXV,,De l'auronne,,,399,,,,
wellmann:3.24,wellmann,3.24,,ἁβρότονον,,,,div-799,,,
berendes:3.27,berendes,3.27,,Hyssopos,Περἰ ΄Υσσώπον,,281,div-941,,,
beck:3.25,beck,3.25,,Hyssop,ὕσσωπος,,,div-362,,,
gunther:3.30,gunther,3.30,,USSOPOS,,,,div-402,,,
laguna:3.25,laguna,3.25,,hisopo,ὕσσωπος,,419,div-965,,,
"barbaro:CCCCLIIII",barbaro,"CCCCLIIII",,Hyssopum,,,0,,,,
lusitanus:28,lusitanus,28,,De hyssopo,,,301,,,,
monardes:XXVI,monardes,XXVI,,De l'hyssope,,,401,,,,
wellmann:3.25,wellmann,3.25,,ὕσσωπος,,,,div-803,,,
berendes:3.28,berendes,3.28,,Stoichas,Περἰ Στοίχαδος,,,div-944,,,
beck:3.26,beck,3.26,,French lavender,στοιχάς,,,div-363,,,
gunther:3.31,gunther,3.31,,STOICHAS,,,,div-403,,,
laguna:3.26,laguna,3.26,,cantueso,στοιχάς,,420,div-967,,,
"barbaro:CCCCLV",barbaro,"CCCCLV",,Stichas,,,0,,,,
lusitanus:29,lusitanus,29,,De stechade,,,302,,,,
monardes:XXVII,monardes,XXVII,,De stechas,,,402,,,,
wellmann:3.26,wellmann,3.26,,στοιχάς,,,,div-806,,,
berendes:3.29;3.30,berendes,3.29;3.30,,Scharfer Dosten,,,,,,,
beck:3.27,beck,3.27,,Oregano,ὀρίγανος Ἡρακλεωτική,,,div-364,,,
laguna:3.27,laguna,3.27,,orégano,ὀρίγανος Ἡρακλεωτική,,421,div-969,,,
wellmann:3.27,wellmann,3.27,,ὀρίγανος,,,,div-807,,,
berendes:3.29;3.30,berendes,3.29;3.30,,Scharfer Dosten,,,,,,,
beck:3.28,beck,3.28,,Oregano onitis,ὀνῖτις,,,div-365,,,
laguna:3.27,laguna,3.27,,orégano,ὀρίγανος Ἡρακλεωτική,,421,div-969,,,
wellmann:3.28,wellmann,3.28,,ὀνῖτις,,,,div-810,,,
berendes:3.31,berendes,3.31,,Wilder Dosten,Περἰ Άγριοριγάνον,,,div-955,,,
beck:3.29,beck,3.29,,Marjoram,ἀγριορίγανος,,,div-366,,,
gunther:3.34,gunther,3.34,,AGRIORIGANOS,,,,div-406,,,
laguna:3.28,laguna,3.28,,orégano asnal',ὀρίγανος ὀνῖτις,,422,div-971,,,
"barbaro:CCCCLVIII",barbaro,"CCCCLVIII",,Origanum sylvestre de Monstatum est,,,0,,,,
lusitanus:32,lusitanus,32,,"De origano Heracleotica (origanus Heracleotica, origanum Heracleoticum / marioleine de Angleterre). De asinina origano, onitide dicta (onitis origanus, asinina origanus). De sylvestri origano (sylvestris origanus). De tragorigano (tragoriganus, hircina origanus)",,,302,,,,
monardes:XXVIII,monardes,XXVIII,,De l'origan,,,403,,,,
wellmann:3.29,wellmann,3.29,,ἀγριορίγανος,,,,div-811,,,
berendes:3.32,berendes,3.32,,Tragoriganon,Περἰ Τραγοριγάνον,,283,div-959,,,
beck:3.30,beck,3.30,,Goat’s marjoram,τραγορίγανος,,,div-367,,,
gunther:3.35,gunther,3.35,,TRAGORIGANOS,,,,div-407,,,
"barbaro:CCCCLIX",barbaro,"CCCCLIX",,Tragoriganum,,,0,,,,
lusitanus:33,lusitanus,33,,"De origano Heracleotica (origanus Heracleotica, origanum Heracleoticum / marioleine de Angleterre). De asinina origano, onitide dicta (onitis origanus, asinina origanus). De sylvestri origano (sylvestris origanus). De tragorigano (tragoriganus, hircina origanus)",,,302,,,,
monardes:XXIX,monardes,XXIX,,Du tragorigan,,,403,,,,
wellmann:3.30,wellmann,3.30,,τραγορίγανος,,,,div-812,,,
berendes:3.33,berendes,3.33,,Polei,Περἰ Γλήχωνος,,284,div-963,,,
beck:3.31,beck,3.31,,Pennyroyal,γλήχων,,,div-368,,,
gunther:3.36,gunther,3.36,,GLECHON,,,,div-408,,,
laguna:3.30,laguna,3.30,,poleo,τραγορίγανος,,424,div-975,,,
"barbaro:CCCCLX",barbaro,"CCCCLX",,Pulegium,,,0,,,,
lusitanus:34,lusitanus,34,,De pulegio,,,303,,,,
monardes:XXX,monardes,XXX,,Du pouliot,,,405,,,,
wellmann:3.31,wellmann,3.31,,γλήχων,,,,div-815,,,
berendes:3.34,berendes,3.34,,Diptam,Περἰ Dικτάμνον,,284,div-967,,,
beck:3.32,beck,3.32,,Dittany of Crete,δίκταμνον,,,div-369,,,
gunther:3.37,gunther,3.37,,DIKTAMNON,,,,div-409,,,
laguna:3.31,laguna,3.31,,díctamo créticodíctamo bastardo,γλήχων,,425,div-978,,,
"barbaro:CCCCLXI",barbaro,"CCCCLXI",,Dictamnus,,,0,,,,
lusitanus:37,lusitanus,37,,De altera cretensi dictamno,,,304,,,,
monardes:XXXI,monardes,XXXI,,Du dictam,,,406,,,,
wellmann:3.32,wellmann,3.32,,δίκταμνον,,,,div-818,,,
berendes:3.35,berendes,3.35,,Salbei,Περἰ Έλελισφάκον,,286,div-977,,,
beck:3.33,beck,3.33,,Sage,ἐλελίσφακον,,,div-370,,,
gunther:3.40,gunther,3.40,,ELELISPHAKON,,,,div-412,,,
laguna:3.33,laguna,3.33,,salvia,ἐλελίσφακον,,429,div-987,,,
"barbaro:CCCCLXIIII",barbaro,"CCCCLXIIII",,Elelisphacos,,,0,,,,
lusitanus:38,lusitanus,38,,De salvia,,,304,,,,
monardes:XXXIIII,monardes,XXXIIII,,De la sauge,,,407,,,,
wellmann:3.33,wellmann,3.33,,ἐλελίσφακον,,,,div-821,,,
berendes:3.36,berendes,3.36,,Gebaute Minze,Περἰ Ήδυόσμον ήμέρον,,287,div-981,,,
beck:3.34,beck,3.34,,Green mint,ἡδύοσμον,,,div-371,,,
gunther:3.41,gunther,3.41,,EDUOSMOS EMEROS,,,,div-413,,,
laguna:3.34,laguna,3.34,,mastranzo,ἡδύοσμος ἥμερος,,430,div-989,,,
"barbaro:CCCCLXV",barbaro,"CCCCLXV",,Menta,,,46,,,,
lusitanus:40,lusitanus,40,,De mentastro,,,305,,,,
monardes:XXXV,monardes,XXXV,,De la menthe,,,409,,,,
wellmann:3.34,wellmann,3.34,,ἡδύοσμον,,,,div-824,,,
berendes:3.37,berendes,3.37,,Kalamintha,Περἰ Καλαμίνϑης,,287,div-984,,,
beck:3.35,beck,3.35,,Catmint,καλαμίνθη,,,div-372,,,
gunther:3.43,gunther,3.43,,KALAMINTHE,,,,div-415,,,
laguna:3.36,laguna,3.36,,calamento,θύμος,,432,div-994,,,
"barbaro:CCCCLXVII",barbaro,"CCCCLXVII",,Calamintha,,,46,,,,
lusitanus:41,lusitanus,41,,"De nepeta, sive calamintha",,,306,,,,
monardes:XXXVI,monardes,XXXVI,,De la calamenthe,,,411,,,,
wellmann:3.35,wellmann,3.35,,καλαμίνθη,,,,div-827,,,
berendes:3.38,berendes,3.38,,Saturei,Περἰ Θύμον,,288,div-988,,,
beck:3.36,beck,3.36,,Cretan thyme,θύμος,,,div-373,,,
gunther:3.44,gunther,3.44,,THUMOS,,,,div-416,,,
laguna:3.37,laguna,3.37,,tomillo andaluz,θύμβρα,,433,div-996,,,
"barbaro:CCCCLXVIII",barbaro,"CCCCLXVIII",,Thymum,,,46,,,,
lusitanus:42,lusitanus,42,,De thymo,,,307,,,,
monardes:XXXVII,monardes,XXXVII,,Du thym,,,413,,,,
wellmann:3.36,wellmann,3.36,,θύμος,,,,div-831,,,
berendes:3.39,berendes,3.39,,Thymbra,Περἰ Θύμβρας,,,div-992,,,
beck:3.37,beck,3.37,,Savory,θύμβρα,,,div-374,,,
gunther:3.45,gunther,3.45,,THUMBRA,,,,div-417,,,
laguna:3.38,laguna,3.38,,orégano cabruno,ἕρπυλλος,,434,div-998,,,
"barbaro:CCCCLXVIIII",barbaro,"CCCCLXVIIII",,Thymbra,,,46,,,,
lusitanus:43,lusitanus,43,,De tymbra,,,307,,,,
monardes:XXXVIII,monardes,XXXVIII,,De la sarriete,,,413,,,,
wellmann:3.37,wellmann,3.37,,θύμβρα,,,,div-834,,,
berendes:3.40,berendes,3.40,,Quendel,Περἰ Έρπύλλον,,,div-995,,,
beck:3.38,beck,3.38,,Tufted thyme,ἕρπυλος,,,div-375,,,
gunther:3.46,gunther,3.46,,ERPULLOS,,,,div-418,,,
laguna:3.39,laguna,3.39,,serpol,σάμψουχον,,435,div-1000,,,
"barbaro:CCCCLXX",barbaro,"CCCCLXX",,Serpillum,,,46,,,,
lusitanus:44,lusitanus,44,,De serpillo,,,307,,,,
monardes:XXXIX,monardes,XXXIX,,Du serpolet,,,414,,,,
wellmann:3.38,wellmann,3.38,,ἕρπυλλος,,,,div-835,,,
berendes:3.41a,berendes,3.41a,,Majoran,Περἰ Σαμψύχον,,290,div-999,,,
beck:3.39,beck,3.39,,Marjoram,σάμψουχον,,,div-376,,,
gunther:3.47,gunther,3.47,,SAMPSUCHON,,,,div-419,,,
laguna:3.40,laguna,3.40,,mejorana,μελίλωτος,,436,div-1003,,,
"barbaro:CCCCLXXI",barbaro,"CCCCLXXI",,Sampsuchus,,,46,,,,
lusitanus:45,lusitanus,45,,De sampsucho,,,308,,,,
monardes:XL,monardes,XL,,De la mariolaine,,,416,,,,
wellmann:3.39,wellmann,3.39,,σάμψουχον,,,,div-838,,,
berendes:3.41b,berendes,3.41b,,Steinklee,Περἰ Μελιλότον,,,div-1003,,,
beck:3.40,beck,3.40,,King’s clover,μελίλωτος,,,div-377,,,
gunther:3.48,gunther,3.48,,MELILOTOS,,,,div-420,,,
laguna:3.41,laguna,3.41,,meliloto,σισύμβριον,,325,,,,
"barbaro:CCCCLXXII",barbaro,"CCCCLXXII",,Melilotos,,,0,,,,
lusitanus:46,lusitanus,46,,De meliloto,,,308,,,,
monardes:XLI,monardes,XLI,,Du melilot,,,417,,,,
wellmann:3.41,wellmann,3.41,,σισύμβριον,,,,div-844,,,
berendes:3.42,berendes,3.42,,Maron,Περἰ Μάρον,,291,div-1007,,,
beck:3.42,beck,3.42,,Maron or Hysobryon,μᾶρον ἢ ὑσόβρυον,,,div-379,,,
gunther:3.49,gunther,3.49,,MARON,,,,div-421,,,
laguna:3.42,laguna,3.42,,mâron gr.,μᾶρον,,437,div-1005,,,
"barbaro:CCCCLXXIII",barbaro,"CCCCLXXIII",,Marum,,,0,,,,
lusitanus:47,lusitanus,47,,De maro,,,309,,,,
monardes:XLII,monardes,XLII,,Du marum,,,417,,,,
wellmann:3.43,wellmann,3.43,,ἄκινος,,,,div-846,,,
berendes:3.43,berendes,3.43,,Akinos,Περἰ Άκίνον,,292,div-1011,,,
beck:3.43,beck,3.43,,Wild basil,ἄκινος  ἢ ἄκονος,,,div-380,,,
gunther:3.50,gunther,3.50,,AKINOS,,,,div-422,,,
laguna:3.43,laguna,3.43,,albahaca silvestre,ἄκινος,,438,div-1007,,,
"barbaro:CCCCLXXIIII",barbaro,"CCCCLXXIIII",,Acinos,,,0,,,,
lusitanus:48,lusitanus,48,,De acino,,,309,,,,
monardes:XLIII,monardes,XLIII,,De acinus,,,418,,,,
wellmann:3.44,wellmann,3.44,,βάκχαρις,,,,div-847,,,
berendes:3.44,berendes,3.44,,Bakcharis,Περἰ Βακχάρεως,,292,div-1014,,,
beck:3.44,beck,3.44,,Sowbread,βάκχαρις,,,div-381,,,
gunther:3.51,gunther,3.51,,BAKCHARIS,,,,div-423,,,
laguna:3.44,laguna,3.44,,bákkharis gr.,βάκχαρις,,439,div-1009,,,
"barbaro:CCCCLXXV",barbaro,"CCCCLXXV",,Baccharis,,,0,,,,
lusitanus:49,lusitanus,49,,De bacchari,,,309,,,,
monardes:XLIIII,monardes,XLIIII,,De baccharis,,,418,,,,
wellmann:3.45,wellmann,3.45,,πήγανον,,,,div-850,,,
berendes:3.45,berendes,3.45,,Raute,Περἰ Πηγάνον,,293,div-1017,,,
beck:3.45,beck,3.45,,Rue,πήγανον,,,div-382,,,
gunther:3.52,gunther,3.52,,PEGANON TO KEPAION,,,,div-424,,,
laguna:3.45,laguna,3.45,,ruda,πήγανον ὄρεινον,,440,div-1011,,,
"barbaro:CCCCLXXVI",barbaro,"CCCCLXXVI",,Ruta,,,0,,,,
lusitanus:50,lusitanus,50,,De ruta,,,310,,,,
monardes:XLV,monardes,XLV,,De la rue,,,420,,,,
wellmann:3.46,wellmann,3.46,,πήγανον ἄγριον,,,,div-856,,,
berendes:3.46,berendes,3.46,,Wilde Raute,Περἰ Πηγάνον ἀγρίον,,294,div-1021,,,
beck:3.46,beck,3.46,,Wild rue,πήγανον ἄγριον,,,div-383,,,
gunther:3.53,gunther,3.53,,PEGANON AGRION,,,,div-425,,,
laguna:3.46;3.154,laguna,3.46;3.154,,ruda silvestre',πήγανον ἄγριον,,441,,,,
"barbaro:CCCCLXXVII",barbaro,"CCCCLXXVII",,Ruta sylvestris,,,47,,,,
lusitanus:51,lusitanus,51,,De sylvestri ruta,,,310,,,,
monardes:XLVI,monardes,XLVI,,De la rue sauvage,,,421,,,,
wellmann:3.47,wellmann,3.47,,μῶλυ,,,,div-859,,,
berendes:3.47,berendes,3.47,,Moly,Περἰ Μώλυως,,295,div-1024,,,
beck:3.47,beck,3.47,,Garlic,μῶλυ,,,div-384,,,
gunther:3.54,gunther,3.54,,MOLU,,,,div-426,,,
laguna:3.47,laguna,3.47,,ajo negro,μῶλυ,,442,div-1017,,,
"barbaro:CCCCLXXIX",barbaro,"CCCCLXXIX",,Moly,,,47,,,,
lusitanus:52,lusitanus,52,,De moly,,,312,,,,
monardes:XLVII,monardes,XLVII,,De moly,,,423,,,,
wellmann:3.48,wellmann,3.48,,πάνακες Ἡράκλειον,,,,div-860,,,
berendes:3.48,berendes,3.48,,Panakes,Περἰ Πάνακος,,295,div-1028,,,
beck:3.48,beck,3.48,,Hercules’ woundwort,πάνακες Ἡράκλειον,,,div-385,,,
gunther:3.55,gunther,3.55,,PANAKES HERAKLEION,,,,div-427,,,
laguna:3.48,laguna,3.48,,pánace,πάναξ,,443,div-1019,,,
"barbaro:CCCCLXXX",barbaro,"CCCCLXXX",,Panaces Heraclion,,,47,,,,
lusitanus:53,lusitanus,53,,De panace,,,312,,,,
monardes:XLVIII,monardes,XLVIII,,De panaces heracleum,,,424,,,,
wellmann:3.49,wellmann,3.49,,πάνακες Ἀσκληπίει,,,,div-866,,,
berendes:3.49,berendes,3.49,,Asklepisches Panakes,Περἰ Πάνακος Άσκληπιον,,297,div-1031,,,
beck:3.49,beck,3.49,,Aesculapius’ allheal,πάνακες Ἀσκληπίειον,,,div-386,,,
gunther:3.56,gunther,3.56,,PANAKES ASKLEPION,,,,div-428,,,
laguna:3.49,laguna,3.49,,pánace de Asclepio',πάναξ ἀκληπεῖον (πάνακες Ἀσκληπείον),,444,div-1022,,,
"barbaro:CCCCLXXXI",barbaro,"CCCCLXXXI",,Panaces Asclepion,,,47,,,,
lusitanus:54,lusitanus,54,,De panace Asclepiade,,,312,,,,
monardes:XLIX,monardes,XLIX,,De panaces asclepium,,,424,,,,
wellmann:3.50,wellmann,3.50,,πάνακες Χειρώνιον,,,,div-867,,,
berendes:3.50,berendes,3.50,,Cheironisches Panakes,Περἰ Πάνακος Χειρωνίον,,297,div-1034,,,
beck:3.50,beck,3.50,,Panaces olympicum Chiron’s allheal,πάνακες Χειρώνιον,,,div-387,,,
gunther:3.57,gunther,3.57,,PANAKES CHEIRONION,,,,div-429,,,
laguna:3.50,laguna,3.50,,pánace de Quirón',πάνακες Χειρώνιον,,445,div-1024,,,
"barbaro:CCCCLXXXII",barbaro,"CCCCLXXXII",,Panaces Chironion,,,47,,,,
lusitanus:55,lusitanus,55,,De panace Chironio,,,312,,,,
monardes:L,monardes,L,,De panaces chironium,,,424,,,,
wellmann:3.51,wellmann,3.51,,λιγυστικόν,,,,div-868,,,
berendes:3.51,berendes,3.51,,Ligustikon,Περἰ Λιγυστικον,,297,div-1037,,,
beck:3.51,beck,3.51,,Lovage,λιγυστικόν,,,div-388,,,
gunther:3.58,gunther,3.58,,LIGUSTIKON,,,,div-430,,,
laguna:3.51,laguna,3.51,,levístico,λιγυστικόν,,446,div-1026,,,
"barbaro:CCCCLXXXIII",barbaro,"CCCCLXXXIII",,Ligusticum,,,47,,,,
lusitanus:56,lusitanus,56,,De ligustico,,,313,,,,
monardes:LI,monardes,LI,,Du ligustic,,,425,,,,
wellmann:3.52,wellmann,3.52,,σταφυλῖνος ἄγριος,,,,div-872,,,
berendes:3.52,berendes,3.52,,Möhre,Περἰ Σταφυλίνον,,298,div-1040,,,
beck:3.52,beck,3.52,,Wild carrot,σταφυλῖνος ἄγριος,,,div-389,,,
gunther:3.59,gunther,3.59,,STAPHULINOS AGRIOS,,,,div-431,,,
laguna:3.52,laguna,3.52,,zanahori,σταφυλῖνος ἄγριος,,447,div-1028,,,
"barbaro:CCCCLXXXIIII",barbaro,"CCCCLXXXIIII",,Staphylinos agrios,,,47,,,,
lusitanus:57,lusitanus,57,,De pastinaca erratica,,,313,,,,
monardes:LII,monardes,LII,,De la pastenade,,,426,,,,
wellmann:3.53,wellmann,3.53,,σέσελι,,,,div-875,,,
berendes:3.53,berendes,3.53,,Massiliensisches Seseli,Περἰ Σεσέλεως μασσαλεωτικον,,299,div-1044,,,
beck:3.53,beck,3.53,,Massilian hartwort,σέσελι,,,div-390,,,
gunther:3.60,gunther,3.60,,SESELI MASSALEOTIKON,,,,div-432,,,
laguna:3.53,laguna,3.53,,comino de Marsella,σέσελι Mασσαλιωτικόν,,448,div-1031,,,
"barbaro:CCCCLXXXV",barbaro,"CCCCLXXXV",,Seseli Massiliense,,,47,,,,
lusitanus:58,lusitanus,58,,De seseli Massiliensi,,,313,,,,
monardes:LIII,monardes,LIII,,Du seseli,,,428,,,,
wellmann:3.54,wellmann,3.54,,τόρδιλον,,,,div-879,,,
berendes:3.54,berendes,3.54,,Aethiopisches Seseli,Περἰ Σεσέλεως αἰϑιοπικον,,299,div-1047,,,
beck:3.54,beck,3.54,,Cretan hartwort,τόρδιλον,,,div-391,,,
gunther:3.61,gunther,3.61,,SESELI AITHIOPIKON,,,,div-433,,,
laguna:3.54,laguna,3.54,,comino de Creta,τορδίλιον,,451,div-1037,,,
"barbaro:CCCCLXXXVI",barbaro,"CCCCLXXXVI",,Seseli Aethyopicum,,,47,,,,
lusitanus:59,lusitanus,59,,De seseli Aethiopico,,,314,,,,
monardes:LIII,monardes,LIII,,Du seseli,,,428,,,,
wellmann:3.55,wellmann,3.55,,σίνων,,,,div-880,,,
berendes:3.55,berendes,3.55,,Peleponnesisches Seseli,Περἰ Σεσέλεως πελοποννησιακον,,300,div-1050,,,
beck:3.55,beck,3.55,,Stone parsley,σίνων,,,div-392,,,
gunther:3.62,gunther,3.62,,SESELI PELOPONNESIAKON,,,,div-434,,,
laguna:3.55,laguna,3.55,,amomo vulgar,σίσων,,452,div-1039,,,
"barbaro:CCCCLXXXVII",barbaro,"CCCCLXXXVII",,Seseli Peloponesiacum,,,47,,,,
lusitanus:60,lusitanus,60,,De seseli Peloponnesiaco,,,314,,,,
monardes:LIII,monardes,LIII,,Du seseli,,,428,,,,
wellmann:3.56,wellmann,3.56,,ἄνησσον,,,,div-881,,,
berendes:3.56,berendes,3.56,,Tordylion,Περἰ Τορδυλίον,,300,div-1053,,,
beck:3.56,beck,3.56,,Anise,ἄνησσον,,,div-393,,,
gunther:3.63,gunther,3.63,,TORDULION,,,,div-435,,,
laguna:3.56,laguna,3.56,,anís,ἄνησσον,,453,div-1041,,,
"barbaro:CCCCLXXXVIII",barbaro,"CCCCLXXXVIII",,Tordylon,,,47,,,,
lusitanus:61,lusitanus,61,,De tordylo : id est Cretico seseli,,,314,,,,
monardes:LIIII,monardes,LIIII,,Du tordylium ou seseli de Candie,,,428,,,,
wellmann:3.57,wellmann,3.57,,καρώ,,,,div-882,,,
berendes:3.57,berendes,3.57,,Sison,Περἰ Σίσωνος,,300,div-1057,,,
beck:3.57,beck,3.57,,Caraway,καρώ,,,div-394,,,
gunther:3.64,gunther,3.64,,SISON,,,,div-436,,,
laguna:3.57,laguna,3.57,,alcaravea,κάρος (καρώ),,454,div-1043,,,
"barbaro:CCCCLXXXIX",barbaro,"CCCCLXXXIX",,Sison,,,0,,,,
lusitanus:62,lusitanus,62,,De sisone sive sinno herba,,,314,,,,
monardes:LV,monardes,LV,,Du sison,,,429,,,,
wellmann:3.57,wellmann,3.57,,καρώ,,,,div-882,,,
berendes:3.58,berendes,3.58,,Anis,Περἰ Άνίσον,,301,div-1060,,,
beck:3.57,beck,3.57,,Caraway,καρώ,,,div-394,,,
gunther:3.65,gunther,3.65,,ANISON,,,,div-437,,,
laguna:3.58,laguna,3.58,,eneldo,ἄνηθον ἐσθιόμενον,,455,div-1045,,,
"barbaro:CCCCXC",barbaro,"CCCCXC",,Anisum,,,0,,,,
lusitanus:63,lusitanus,63,,De aniso,,,314,,,,
monardes:LVI,monardes,LVI,,De l'anis,,,429,,,,
wellmann:3.57,wellmann,3.57,,καρώ,,,,div-882,,,
berendes:3.59,berendes,3.59,,Kümmel,Περἰ Κάρον,,302,div-1063,,,
beck:3.57,beck,3.57,,Caraway,καρώ,,,div-394,,,
gunther:3.66,gunther,3.66,,KAROS,,,,div-438,,,
"barbaro:CCCCXCI",barbaro,"CCCCXCI",,Caros,,,0,,,,
lusitanus:64,lusitanus,64,,De caro,,,314,,,,
monardes:LVII,monardes,LVII,,Du carvi,,,430,,,,
wellmann:3.58,wellmann,3.58,,ἀνήθου,,,,div-883,,,
berendes:3.60,berendes,3.60,,Dill,Περἰ Άνήϑον,,302,div-1066,,,
beck:3.58,beck,3.58,,Dill,ἄνηθον,,,div-395,,,
gunther:3.67,gunther,3.67,,ANETHON,,,,div-439,,,
laguna:3.59,laguna,3.59,,comino común,κύμινον ἥμερον,,456,div-1048,,,
"barbaro:CCCCXCII",barbaro,"CCCCXCII",,Anethum,,,0,,,,
lusitanus:65,lusitanus,65,,De anetho,,,315,,,,
monardes:LVIII,monardes,LVIII,,De l'anet,,,430,,,,
wellmann:3.60,wellmann,3.60,,κύμινον ἄγριον,,,,div-887,,,
berendes:3.61,berendes,3.61,,Mutterkümmel,Περἰ Κυμίνον ήμέρον,,302,div-1070,,,
beck:3.60,beck,3.60,,Wild cumin,κύμινον ἄγριον,,,div-397,,,
gunther:3.68,gunther,3.68,,KUMINON AGRION,,,,div-440,,,
laguna:3.60,laguna,3.60,,comino silvestre,κύμινον ἄγριον,,457,div-1050,,,
"barbaro:CCCCXCIII",barbaro,"CCCCXCIII",,Cuminum sativum,,,0,,,,
lusitanus:66,lusitanus,66,,De cymino,,,315,,,,
monardes:LIX,monardes,LIX,,Du cumin cultive,,,431,,,,
wellmann:3.59,wellmann,3.59,,κύμινον τὸ ἥμερον,,,,div-884,,,
berendes:3.62,berendes,3.62,,Wilder Mutterkümmel,Περἰ Κυμίνον ἀγρίον,,303,div-1073,,,
beck:3.59,beck,3.59,,Cultivated cumin,κύμινον ἥμερον,,,div-396,,,
gunther:3.69,gunther,3.69,,KUMINON EMERON,,,,div-441,,,
laguna:3.61,laguna,3.61,,arañuela menor,ἕτερον γένος ἀγρίου κυμί,,458,div-1052,,,
"barbaro:CCCCXCV",barbaro,"CCCCXCV",,Aliud cuminum sylvestre,,,0,,,,
lusitanus:67,lusitanus,67,,De cymino rustico,,,315,,,,
monardes:LX,monardes,LX,,Du cumin sauvage,,,431,,,,
wellmann:3.62,wellmann,3.62,,ἄμι,,,,div-891,,,
berendes:3.63,berendes,3.63,,Ammi,Περἰ Άμμιος,,304,div-1077,,,
beck:3.62,beck,3.62,,Ajowan,ἄμι,,,div-399,,,
gunther:3.71,gunther,3.71,,KORIANNON,,,,div-443,,,
laguna:3.62,laguna,3.62,,ámmi gr.,ἄμμι (ἄμι),,459,div-1054,,,
"barbaro:CCCCXCVI",barbaro,"CCCCXCVI",,Ammi,,,0,,,,
lusitanus:68,lusitanus,68,,De semine ammi dicto,,,316,,,,
monardes:LXI,monardes,LXI,,De ammi,,,432,,,,
wellmann:3.63,wellmann,3.63,,κόριον,,,,div-894,,,
berendes:3.64,berendes,3.64,,Koriander,Περἰ Κορίον,,304,div-1080,,,
beck:3.63,beck,3.63,,Coriander,κόριον,,,div-400,,,
gunther:3.72,gunther,3.72,,IERAKION MEGA,,,,div-444,,,
laguna:3.63,laguna,3.63,,cilantro,κόριον,,460,div-1057,,,
"barbaro:CCCCXCVII",barbaro,"CCCCXCVII",,Coriandrum,,,0,,,,
lusitanus:69,lusitanus,69,,De coriandro,,,316,,,,
monardes:LXII,monardes,LXII,,Du coriandre,,,433,,,,
wellmann:3.64,wellmann,3.64,,σέλινον κηπαῖον,,,,div-897,,,
