id,edition_id,ref,segment,term,term_greek,term_latin,page,div_id,seg_id,url,notes
monardes:XXXVI,monardes,XXXVI,,"De l'huile de iusquiame, de la graine de thymelee, de saffran sauvage, des semences de Réfort, de Nielle & de Moutarde",,,60,,,,
wellmann:1.36,wellmann,1.36,,"Κνιδίου κόκκου, ἔλαιον σκευάζεται διὰ τοῦ",,,,div-106,,,
berendes:1.44,berendes,1.44,,Safloröl,Κνικέλαιον,,062,div-84,,,
beck:1.36,beck,1.36,,Oil from berries of spurge flax,Κνιδίου κόκκου,,,div-56,,,
gunther:1.45,gunther,1.45,,RAPHANELAION,,,,div-40,,,
laguna:1.36b,laguna,1.36b,,aceite de alazor,κνικέλαιον (κνήκινον ἔλαιον),,41,div-97,,,
"barbaro:XLV",barbaro,"XLV",,Oleum cnicium,,,5,,,,
lusitanus:37,lusitanus,37,,De oleo cnicino,,,44,,,,
monardes:XXXVI,monardes,XXXVI,,"De l'huile de iusquiame, de la graine de thymelee, de saffran sauvage, des semences de Réfort, de Nielle & de Moutarde",,,60,,,,
wellmann:1.37,wellmann,1.37,,ῥαφάνινον,,,,div-107,,,
berendes:1.45,berendes,1.45,,Rettigöl,Ῥαφανέλαιον,,062,div-85,,,
beck:1.37,beck,1.37,,Oil of radish,ῥαφάνινον,,,div-57,,,
gunther:1.46,gunther,1.46,,MELANTHELAION,,,,div-41,,,
laguna:1.37a,laguna,1.37a,,aceite de rábano,ῥαφάνινον ἔλαιον,,42,div-99,,,
"barbaro:XLVI",barbaro,"XLVI",,Oleum raphaninum,,,5,,,,
lusitanus:38,lusitanus,38,,De oleo raphanino,,,44,,,,
monardes:XXXVI,monardes,XXXVI,,"De l'huile de iusquiame, de la graine de thymelee, de saffran sauvage, des semences de Réfort, de Nielle & de Moutarde",,,60,,,,
wellmann:1.37,wellmann,1.37,,ῥαφάνινον,,,,div-107,,,
berendes:1.46,berendes,1.46,,Schwarzkümmelöl,μελάνθέλαιον,,063,div-86,,,
beck:1.37,beck,1.37,,Oil of radish,ῥαφάνινον,,,div-57,,,
gunther:1.47,gunther,1.47,,SINAPELAION,,,,div-42,,,
laguna:1.37b,laguna,1.37b,,aceite de neguilla,μελάνθινον ἔλαιον,,43,div-101,,,
"barbaro:XLVII",barbaro,"XLVII",,Oleum melanthinum,,,5,,,,
lusitanus:39,lusitanus,39,,De oleo e nigella,,,45,,,,
monardes:XXXVI,monardes,XXXVI,,"De l'huile de iusquiame, de la graine de thymelee, de saffran sauvage, des semences de Réfort, de Nielle & de Moutarde",,,60,,,,
wellmann:1.38,wellmann,1.38,,σινάπινον,,,,div-108,,,
berendes:1.47,berendes,1.47,,Senföl,Σιναπέλαιον,,063,div-87,,,
beck:1.38,beck,1.38,,Mustard oil,σινάπινον,,,div-58,,,
gunther:1.48,gunther,1.48,,MURSINELAION,,,,div-43,,,
laguna:1.38,laguna,1.38,,aceite de mostaza,σινάπινον ἔλαιον,,44,div-103,,,
"barbaro:XLVIII",barbaro,"XLVIII",,Oleum sinapinum,,,5,,,,
lusitanus:40,lusitanus,40,,"De oleo sinapino (oleum sinapinum, oleum e sinapi). Textus quadragesimi enarratio. De oleo myrtino (oleum myrtinum, oleum myrteum)",,,45,,,,
monardes:XXXVI,monardes,XXXVI,,"De l'huile de iusquiame, de la graine de thymelee, de saffran sauvage, des semences de Réfort, de Nielle & de Moutarde",,,60,,,,
wellmann:1.39,wellmann,1.39,,μυρσίνινον,,,,div-109,,,
berendes:1.48,berendes,1.48,,Myrtenöl,Μυρσινέλαιον,,063,div-88,,,
beck:1.39,beck,1.39,,Oil of myrtle,μυρσίνινον,,,div-59,,,
gunther:1.49,gunther,1.49,,DAPHNELAION,,,,div-44,,,
laguna:1.39,laguna,1.39,,aceite de mirto,μύρσινον ἔλαιον,,45,div-105,,,
"barbaro:XLIX",barbaro,"XLIX",,Oleum myrteum,,,5,,,,
lusitanus:41,lusitanus,41,,De oleo oleo myrtino,,,45,,,,
monardes:XXXVII,monardes,XXXVII,,De l'huile de meurte,,,60,,,,
wellmann:1.40,wellmann,1.40,,δάφνινον,,,,div-112,,,
berendes:1.49,berendes,1.49,,Lorbeeröl,δαφνέλαιον,,064,div-90,,,
beck:1.40,beck,1.40,,Oil of sweet bay,δάφνινον,,,div-60,,,
gunther:1.50,gunther,1.50,,SCHINELAION,,,,div-45,,,
laguna:1.40,laguna,1.40,,aceite de laurelaceite blanco (laurel),δάφνινον ἔλαιον,,46,div-107,,,
"barbaro:L",barbaro,"L",,Oleum laurinum,,,5,,,,
lusitanus:42,lusitanus,42,,De oleo laurino,,,56,,,,
monardes:XXXVIII,monardes,XXXVIII,,De l'huile laurin,,,61,,,,
wellmann:1.41,wellmann,1.41,,σχίνινον,,,,div-115,,,
berendes:1.50,berendes,1.50,,Oel des Mastixbaumes,σχινέλαιον,,064,div-92,,,
beck:1.41,beck,1.41,,Oil of mastic,σχίνινον,,,div-61,,,
gunther:1.51,gunther,1.51,,MASTICHELAION,,,,div-46,,,
laguna:1.41,laguna,1.41,,aceite de lentisco,σχίνινον ἔλαιον,,47,div-109,,,
"barbaro:LII",barbaro,"LII",,Oleum terebinthinum,,,5,,,,
lusitanus:43,lusitanus,43,,De oleo lentiscino (oleum lentiscimum). De oleo terebinthino (oleum terebinthinum),,,56,,,,
monardes:XXXIX,monardes,XXXIX,,De l'huile de lentisque et terebinthe,,,61,,,,
wellmann:1.42,wellmann,1.42,,μαστίχινον,,,,div-116,,,
berendes:1.51,berendes,1.51,,Mastixharzöl,,,064,div-94,,,
beck:1.42,beck,1.42,,Mastic oil,μαστίχινον,,,div-62,,,
laguna:1.42,laguna,1.42,,aceite de resina de lentisco,μαστιχέλαιον,,48,div-111,,,
"barbaro:LIII",barbaro,"LIII",,Oleum mastichinum,,,5,,,,
monardes:XL,monardes,XL,,De l'huile de mastic,,,61,,,,
wellmann:1.42,wellmann,1.42,,μαστίχινον,,,,div-116,,,
berendes:1.52,berendes,1.52,,Die Zusammensetzung der Salböle,σύνθεσις μύρων,,065,div-96,,,
beck:1.42,beck,1.42,,Mastic oil,μαστίχινον,,,div-62,,,
gunther:1.52,gunther,1.52,,MURON SUNTHESIS,,,,div-47,,,
laguna:1.42.2,laguna,1.42.2,,perfumes,μύρα,,49,div-114,,,
"barbaro:LIIII",barbaro,"LIIII",,Unguenta in commune,,,5,,,,
lusitanus:45,lusitanus,45,,De ungnentorum confectionibus,,,58,,,,
monardes:XLI,monardes,XLI,,De la composition des unguens,,,62,,,,
wellmann:1.43,wellmann,1.43,,ῥοδίνου σκευασία,,,,div-119,,,
berendes:1.53,berendes,1.53,,Die Bereitung des Rosenöls,ῥοδίνου σκευασία,,066,div-97,,,
beck:1.43,beck,1.43,,Preparation of unguent of roses,ῥοδίνου σκευασία,,,div-63,,,
gunther:1.53,gunther,1.53,,RHODINON,,,,div-48,,,
laguna:1.43,laguna,1.43,,aceite de rosas,ῥοδινινὴ σκευασία,,50,div-116,,,
"barbaro:LV",barbaro,"LV",,Unguentum rosaceum,,,0,,,,
lusitanus:46,lusitanus,46,,De unguento sive oleo rosaceo,,,58,,,,
monardes:XLII,monardes,XLII,,De l'unguent rosat,,,62,,,,
wellmann:1.44,wellmann,1.44,,ἐλατίνου σκευασία,,,,div-124,,,
berendes:1.54,berendes,1.54,,Die Bereitung des Elatsöls,ἐλατίνου σκευασία,,067,div-99,,,
beck:1.44,beck,1.44,,Preparation of unguent of date palm,ἐλατίνου σκευασία,,,div-64,,,
gunther:1.54,gunther,1.54,,ELATINON,,,,div-49,,,
laguna:1.44,laguna,1.44,,aceite de espata de palmera,σκευασία ἐλατινή,,51,div-119,,,
"barbaro:LVI",barbaro,"LVI",,Unguentum elatinum,,,0,,,,
lusitanus:47,lusitanus,47,,De oleo elatino,,,59,,,,
monardes:XLIII,monardes,XLIII,,De l'unguent elatin,,,62,,,,
wellmann:1.45,wellmann,1.45,,μηλίνου σκευασία,,,,div-125,,,
berendes:1.55,berendes,1.55,,Die Bereitung des Quittenöls,μηλίνου σκευασία,,067,div-100,,,
beck:1.45,beck,1.45,,Preparation of unguent of quince,μελίνου σκευασία,,,div-65,,,
gunther:1.55,gunther,1.55,,MELINON,,,,div-50,,,
laguna:1.45,laguna,1.45,,aceite de manzana o membrillo,σκευασία μηλίνου,,52,div-121,,,
"barbaro:LVII",barbaro,"LVII",,Unguentum Melinum,,,0,,,,
lusitanus:48,lusitanus,48,,De oleo melino,,,59,,,,
monardes:XLIIII,monardes,XLIIII,,De l'unguent melin,,,63,,,,
wellmann:1.46,wellmann,1.46,,οἰνανθίνου σκευασία,,,,div-128,,,
berendes:1.56,berendes,1.56,,Die Bereitung des Weinblüthenöls,οἰνανθίνου σκευασία,,068,div-101,,,
beck:1.46,beck,1.46,,Preparation of unguent of wild vine inflorescence,οἰνανθίνου σκευασία,,,div-66,,,
gunther:1.56,gunther,1.56,,OINANTHINON,,,,div-51,,,
laguna:1.46,laguna,1.46,,aceite de flor de vid,οἰνάνθινος,,53,div-123,,,
"barbaro:LVIII",barbaro,"LVIII",,Unguentum oenanthinum,,,0,,,,
lusitanus:49,lusitanus,49,,De oleo oenanthino,,,59,,,,
monardes:XLV,monardes,XLV,,De l'unguent enanthin,,,63,,,,
wellmann:1.47,wellmann,1.47,,τηλίνου σκευασία,,,,div-129,,,
berendes:1.57,berendes,1.57,,Die Bereitung des Bockshornöls,τηλίνου σκευασία,,068,div-102,,,
beck:1.47,beck,1.47,,Preparation of unguent of fenugreek,τελίνου σκευασία,,,div-67,,,
gunther:1.57,gunther,1.57,,TELINON,,,,div-52,,,
laguna:1.47,laguna,1.47,,aceite de alholva,τηλίνου σκευασία,,54,div-125,,,
"barbaro:LIX",barbaro,"LIX",,Unguentum Telinum,,,6,,,,
lusitanus:50,lusitanus,50,,De oleo foenigreci,,,60,,,,
monardes:XLVI,monardes,XLVI,,De l'unguent telin,,,63,,,,
wellmann:1.48,wellmann,1.48,,σαμψουχίνου σκευασία,,,,div-132,,,
berendes:1.58,berendes,1.58,,Die Bereitung des Majoranöls,σαμψουχίνου σκευασία,,069,div-103,,,
beck:1.48,beck,1.48,,Preparation of unguent of marjoram,σαμψουχίνου σκευασία,,,div-68,,,
gunther:1.58,gunther,1.58,,SAMPSUCHINON,,,,div-53,,,
laguna:1.48,laguna,1.48,,aceite de mejorana,σαμψουχίνου σκευασία,,55,div-128,,,
"barbaro:LX",barbaro,"LX",,Unguentum sampsychinum,,,6,,,,
lusitanus:51,lusitanus,51,,De oleo sampsuchino,,,60,,,,
monardes:XLVII,monardes,XLVII,,De l'unguent sampsuchin,,,63,,,,
wellmann:1.49,wellmann,1.49,,ὠκιμίνου σκευασία,,,,div-135,,,
berendes:1.59,berendes,1.59,,Die Bereitung des Basilicumöls,ὠκιμίνου σκευασία,,069,div-105,,,
beck:1.49,beck,1.49,,Preparation of unguent of basil,ὠκιμίνου σκευασία,,,div-69,,,
gunther:1.59,gunther,1.59,,OKIMINON,,,,div-54,,,
laguna:1.49,laguna,1.49,,aceite de albahaca,ὠκύμινον ἔλαιον,,56,div-130,,,
"barbaro:LXI",barbaro,"LXI",,Unguentum ociminum,,,6,,,,
lusitanus:52,lusitanus,52,,De oleo ocimino,,,61,,,,
monardes:XLVIII,monardes,XLVIII,,"De l'unguent du basilic, ou ocimin",,,64,,,,
wellmann:1.50,wellmann,1.50,,ἁβροτονίνου σκευασία,,,,div-136,,,
berendes:1.60,berendes,1.60,,Die Bereitung des Beifussöls,ἁβροτονίνου σκευασία,,070,div-106,,,
beck:1.50,beck,1.50,,Preparation of unguent of wormwood,ἀβροτονίνου σκευασία,,,div-70,,,
gunther:1.60,gunther,1.60,,ABROTONINON,,,,div-55,,,
laguna:1.50,laguna,1.50,,aceite de abrótano,ἀβροντίνου σκευασία,,57,div-133,,,
"barbaro:LXII",barbaro,"LXII",,Unguentum abrotoninum,,,6,,,,
lusitanus:53,lusitanus,53,,De abrotonino oleo,,,61,,,,
monardes:XLIX,monardes,XLIX,,"De l'unguent d'Auronne, ou abrotonin",,,64,,,,
wellmann:1.51,wellmann,1.51,,ἀνηθίνου σκευασία,,,,div-137,,,
berendes:1.61,berendes,1.61,,Die Bereitung des Dillöls,ἀνηθίνου σκευασία,,070,div-108,,,
beck:1.51,beck,1.51,,Preparation of unguent of dill,ἀνηθίνου σκευασία,,,div-71,,,
gunther:1.61,gunther,1.61,,ANETHINON,,,,div-56,,,
laguna:1.51,laguna,1.51,,aceite de eneldo,ἀνηθίνου σκευασία,,58,div-135,,,
"barbaro:LXIII",barbaro,"LXIII",,Unguentum anethinum,,,6,,,,
lusitanus:54,lusitanus,54,,De oleo anethino,,,61,,,,
monardes:L,monardes,L,,De l'unguent anethin,,,64,,,,
wellmann:1.52,wellmann,1.52,,σουσίνου σκευασία,,,,div-138,,,
berendes:1.62,berendes,1.62,,Die Bereitung des susischen Salböls,σουσίνου σκευασία,,070,div-110,,,
beck:1.52,beck,1.52,,Preparation of unguent of lily,σουσίνου σκευασία,,,div-72,,,
gunther:1.62,gunther,1.62,,SUSINON,,,,div-57,,,
laguna:1.52,laguna,1.52,,aceite de azucena,σουσίνου [σκευασία],,59,div-137,,,
"barbaro:LXIIII",barbaro,"LXIIII",,Unguentum Susinum,,,6,,,,
lusitanus:55,lusitanus,55,,De oleo lilino,,,62,,,,
monardes:LI,monardes,LI,,"De l'unguent de lis, ou susin",,,64,,,,
wellmann:1.53,wellmann,1.53,,ναρκίσσινον,,,,div-144,,,
berendes:1.63,berendes,1.63,,Die Bereitung des Narzissensalböls,ναρκισσίνου σκευασία,,072,div-112,,,
beck:1.53,beck,1.53,,Preparation of unguent of narcissus,ναρκίσσινον,,,div-73,,,
gunther:1.63,gunther,1.63,,NARCISSINON,,,,div-58,,,
laguna:1.53,laguna,1.53,,aceite de narciso,ναρκισσίνου σκευασία,,60,div-140,,,
"barbaro:LXV",barbaro,"LXV",,Unguentum narcissinum,,,6,,,,
lusitanus:56,lusitanus,56,,De oleo narcissino,,,62,,,,
monardes:LII,monardes,LII,,De l'unguent narcissin,,,64,,,,
wellmann:1.54,wellmann,1.54,,κρόκινον,,,,div-145,,,
berendes:1.64,berendes,1.64,,Die Bereitung des Safransalböls,κροκίνου σκευασία,,072,div-114,,,
beck:1.54,beck,1.54,,Preparation of unguent of saffron,κρόκινον,,,div-74,,,
laguna:1.54,laguna,1.54,,aceite de azafrán,κρόκινον,,61,div-142,,,
"barbaro:LXVI",barbaro,"LXVI",,Unguentum crocinum,,,6,,,,
lusitanus:57,lusitanus,57,,De oleo crocino,,,62,,,,
monardes:LIII,monardes,LIII,,"De l'unguent, de saffran, ou crocin",,,65,,,,
wellmann:1.55,wellmann,1.55,,κυπρίνου στύψις καὶ σκευασία,,,,div-148,,,
berendes:1.65,berendes,1.65,,Die Verdichtung und Bereitung des (Lawsonien-) Hennasalböls,κυπρίνου στύψις καὶ σκευασία ἑλαίου,,073,div-116,,,
beck:1.55,beck,1.55,,Thickening and preparation of unguent of henna,κυπρίνου στύψις καὶ σκευασία,,,div-75,,,
gunther:1.65,gunther,1.65,,KUPRINON,,,,div-59,,,
laguna:1.55,laguna,1.55,,aceite de alheña,κυπρίνου σκευασία,,62,div-145,,,
"barbaro:LXVII",barbaro,"LXVII",,Unguentum ciprinum,,,6,,,,
lusitanus:58,lusitanus,58,,De oleo ligustrino,,,62,,,,
monardes:LIIII,monardes,LIIII,,"De l'unguent de troesne, ou cyprin",,,65,,,,
wellmann:1.56,wellmann,1.56,,ἰρίνου στύψις,,,,div-152,,,
berendes:1.66,berendes,1.66,,Die Verdichtung des Schwertlilienöls,στύψις ἰρίνου,,074,div-118,,,
beck:1.56,beck,1.56,,Thickening of unguent of iris,ἰρίνου στύψις,,,div-76,,,
gunther:1.66,gunther,1.66,,IRINON,,,,div-60,,,
laguna:1.56,laguna,1.56,,aceite de lirio,ἰρίνου στύψις,,63,div-147,,,
"barbaro:LXVIII",barbaro,"LXVIII",,Unguentum irium,,,6,,,,
lusitanus:59,lusitanus,59,,De oleo irino,,,63,,,,
monardes:LV,monardes,LV,,"De l'unguent de racine de flambe, ou irin",,,65,,,,
wellmann:1.57,wellmann,1.57,,γλεύκινον,,,,div-157,,,
berendes:1.67,berendes,1.67,,Die Bereitung des Mostöls,γλευκίνου σκευασία,,075,div-120,,,
beck:1.57,beck,1.57,,Unguent of new sweet wine,γλεύκινον,,,div-77,,,
gunther:1.67,gunther,1.67,,GLEUCINON,,,,div-61,,,
laguna:1.57,laguna,1.57,,aceite de mosto,γλευκίνου σκευασία,,64,div-150,,,
"barbaro:LIX",barbaro,"LIX",,Unguentum gleucinum,,,6,,,,
lusitanus:60,lusitanus,60,,De gleucino sive musteo,,,63,,,,
monardes:LVI,monardes,LVI,,"De l'unguent faict de moust, dict gleucin",,,65,,,,
wellmann:1.58,wellmann,1.58,,ἀμαράκινον,,,,div-158,,,
berendes:1.68,berendes,1.68,,Amarakinon (Majoransalböl),ἀμαράκινον,,075,div-121,,,
beck:1.58,beck,1.58,,Unguent of marjoram,ἀμαράκινον,,,div-78,,,
gunther:1.68,gunther,1.68,,AMARAKINON,,,,div-62,,,
laguna:1.58,laguna,1.58,,aceite (perfume) de mejorana,ἀμαράκινον [μύρον],,65,div-152,,,
"barbaro:LXX",barbaro,"LXX",,Unguentum Amaracinum,,,6,,,,
lusitanus:61,lusitanus,61,,De amaracino,,,64,,,,
monardes:LVII,monardes,LVII,,De l'unguent amaracin,,,66,,,,
wellmann:1.58,wellmann,1.58,,ἀμαράκινον,,,,div-158,,,
berendes:1.69,berendes,1.69,,Megalion,μεγαλείον,,076,div-122,,,
beck:1.58,beck,1.58,,Unguent of marjoram,ἀμαράκινον,,,div-78,,,
laguna:1.58.3,laguna,1.58.3,,aceite suaveperfume de Mégalo,μεγάλλειον [μύρον],,66,div-155,,,
"barbaro:LXXI",barbaro,"LXXI",,Unguentum Megalium,,,6,,,,
lusitanus:62,lusitanus,62,,De megalio,,,64,,,,
monardes:LVIII,monardes,LVIII,,De l'unguent megalin,,,66,,,,
wellmann:1.58,wellmann,1.58,,ἀμαράκινον,,,,div-158,,,
berendes:1.70,berendes,1.70,,Hedychron,ἡδύχρουν,,076,div-123,,,
beck:1.58,beck,1.58,,Unguent of marjoram,ἀμαράκινον,,,div-78,,,
laguna:1.58.3b,laguna,1.58.3b,,aceite de gálbanoperfume suave,ἡδυχροῦν [μύρον],,67,div-157,,,
"barbaro:LXXII",barbaro,"LXXII",,Unguentum sive masma hedychrum,,,0,,,,
lusitanus:63,lusitanus,63,,De hedychroo,,,64,,,,
monardes:LIX,monardes,LIX,,De hedychroum,,,66,,,,
wellmann:1.59,wellmann,1.59,,μετώπιον,,,,div-162,,,
berendes:1.71,berendes,1.71,,Metopion,μετώπιον,,076,div-124,,,
beck:1.59,beck,1.59,,Metopion,μετώπιον,,,div-79,,,
laguna:1.59.3,laguna,1.59.3,,aceite (perfume) de Mendes,μενδήσιον [μύρον],,69,div-161,,,
"barbaro:LXXIII",barbaro,"LXXIII",,Unguentum Metopium,,,0,,,,
lusitanus:64,lusitanus,64,,De metopio,,,65,,,,
monardes:LX,monardes,LX,,De l'unguent metopium,,,66,,,,
wellmann:1.59,wellmann,1.59,,μετώπιον,,,,div-162,,,
berendes:1.72,berendes,1.72,,Mendesion,Μενδήσιον,,077,div-125,,,
beck:1.59,beck,1.59,,Metopion,μετώπιον,,,div-79,,,
laguna:1.59,laguna,1.59,,,μετώπιον μύρον,,68,div-159,,,
"barbaro:LXXIIII",barbaro,"LXXIIII",,Unguentum Mendesium,,,0,,,,
lusitanus:65,lusitanus,65,,De mendesij compositione,,,65,,,,
monardes:LXI,monardes,LXI,,De l'unguent mendesium,,,66,,,,
wellmann:1.60,wellmann,1.60,,στακτή,,,,div-166,,,
berendes:1.73,berendes,1.73,,Stakte,στακτή,,077,div-126,,,
beck:1.60,beck,1.60,,Stacte,στακτή,,,div-80,,,
laguna:1.60,laguna,1.60,,aceite (perfume) de mirra,στακτή,,70,div-163,,,
"barbaro:LXXV",barbaro,"LXXV",,Stacte unguentum,,,0,,,,
lusitanus:66,lusitanus,66,,De stacte,,,65,,,,
monardes:LXII,monardes,LXII,,De stacte,,,66,,,,
wellmann:1.61,wellmann,1.61,,κιναμώμινον,,,,div-167,,,
berendes:1.74,berendes,1.74,,Zimmtsalböl,κινναμώμινον,,078,div-127,,,
beck:1.61,beck,1.61,,Unguent of cinnamon,κιναμώμινον,,,div-81,,,
laguna:1.61,laguna,1.61,,aceite (perfume) de canela de Ceilán,κιναμώμινον [μύρον],,71,div-166,,,
"barbaro:LXXVI",barbaro,"LXXVI",,Cinnamominum ung,,,0,,,,
lusitanus:67,lusitanus,67,,De cinnamomino,,,66,,,,
monardes:LXIII,monardes,LXIII,,De l'unguent de cinnamome,,,67,,,,
wellmann:1.62,wellmann,1.62,,νάρδινον,,,,div-170,,,
berendes:1.75,berendes,1.75,,Nardensalböl,νάρδινον μύρον,,078,div-128,,,
beck:1.62,beck,1.62,,Unguent of spikenard,νάρδινον μύρον,,,div-82,,,
gunther:1.75,gunther,1.75,,NARDINON MURON,,,,div-63,,,
laguna:1.62,laguna,1.62,,aceite (perfume) de nardo,νάρδινον μύρον,,72,div-168,,,
"barbaro:LXXVII",barbaro,"LXXVII",,Unguentum nardinum,,,0,,,,
lusitanus:68,lusitanus,68,,De nardino,,,66,,,,
monardes:LXIIII,monardes,LXIIII,,De l'unguent nardin,,,67,,,,
wellmann:1.63,wellmann,1.63,,μαλαβάθρινον,,,,div-171,,,
berendes:1.76,berendes,1.76,,*Malabathronsalböl,μαλαβάθρινον,,078,div-129,,,
beck:1.63,beck,1.63,,Unguent of the leaf of malabar,μαλαβάθρινον,,,div-83,,,
laguna:1.63,laguna,1.63,,aceite (perfume) de pachuli,μαλαβάθρινον [μύρον],,73,div-170,,,
"barbaro:LXXVIII",barbaro,"LXXVIII",,Unguentum malabathrinum,,,0,,,,
lusitanus:69,lusitanus,69,,De malabathrino,,,66,,,,
monardes:LV,monardes,LV,,De l'unguent malabatrin,,,67,,,,
berendes:1.76.5,berendes,1.76.5,,Jasmin,ἰασμέλαιον,,78,,,,
laguna:1.63,laguna,1.63,,aceite de jazmín morisco,ἰασμίνον ἔλαιον,,74,div-170,,,
"barbaro:LXXIX",barbaro,"LXXIX",,Unguentum iasme,,,0,,,,
lusitanus:70,lusitanus,70,,De iasmino,,,67,,,,
monardes:LXVI,monardes,LXVI,,"De l'unguent de violier blanc, ou iasmin",,,67,,,,
wellmann:1.64,wellmann,1.64,,σμύρνα,,,,div-172,,,
berendes:1.77,berendes,1.77,,Myrrhe,σμύρνα,,079,div-132,,,
beck:1.64,beck,1.64,,Myrrh,σμύρνα,,,div-84,,,
gunther:1.77,gunther,1.77,,SMURNA,,,,div-64,,,
laguna:1.64,laguna,1.64,,mirra,σμύρνα,,75,div-175,,,
"barbaro:LXXX",barbaro,"LXXX",,Myrrha,,,0,,,,
lusitanus:71,lusitanus,71,,"De myrrha (myrrha, myrrha troglodytica, belzuinum amygdalum, belzuinum candicans). Secunda myrrha caucalis (caucalis, myrrha vulgaris, officinarum myrrha, vulgo myrrha). Tertia myrrha minea (minea myrrha, gummi mineum)",,,68,,,,
monardes:LXVII,monardes,LXVII,,De la myrrhe,,,68,,,,
wellmann:1.65,wellmann,1.65,,Βοιωτιακὴ σμύρνα,,,,div-178,,,
berendes:1.78,berendes,1.78,,Böotische Myrrhe,βοιωτιακὴ σμύρνα,,081,div-134,,,
beck:1.65,beck,1.65,,Boiotian myrrh,Βοιωτικὴ σμύρνα,,,div-85,,,
gunther:1.78,gunther,1.78,,BOIOTIKE SMURNA,,,,div-65,,,
laguna:1.65,laguna,1.65,,mirra beocia,βοιωτιακὴ σμύρνα,,76,div-178,,,
"barbaro:LXXXI",barbaro,"LXXXI",,Myrrha Boetica,,,0,,,,
lusitanus:71,lusitanus,71,,"De myrrha (myrrha, myrrha troglodytica, belzuinum amygdalum, belzuinum candicans). Secunda myrrha caucalis (caucalis, myrrha vulgaris, officinarum myrrha, vulgo myrrha). Tertia myrrha minea (minea myrrha, gummi mineum)",,,68,,,,
monardes:LXVII,monardes,LXVII,,De la myrrhe,,,68,,,,
wellmann:1.66,wellmann,1.66,,στύραξ,,,,div-179,,,
berendes:1.79,berendes,1.79,,Styrax,στύραξ,,081,div-135,,,
beck:1.66,beck,1.66,,Storax,στύραξ,,,div-86,,,
gunther:1.79,gunther,1.79,,STURAX,,,,div-66,,,
laguna:1.66,laguna,1.66,,estoraque,στύραξ,,77,div-180,,,
"barbaro:LXXXII",barbaro,"LXXXII",,Styrax,,,0,,,,
lusitanus:72,lusitanus,72,,De styrace,,,70,,,,
monardes:LXVIII,monardes,LXVIII,,De styrax,,,70,,,,
wellmann:1.67,wellmann,1.67,,βδέλλιον,,,,div-183,,,
berendes:1.80,berendes,1.80,,Bdellion,βδέλλιον,,082,div-136,,,
beck:1.67,beck,1.67,,Bdellium,βδέλλιον,,,div-87,,,
gunther:1.80,gunther,1.80,,BDELLION,,,,div-67,,,
laguna:1.67,laguna,1.67,,bedelio,βδέλλιον,,78,div-183,,,
"barbaro:LXXXIII",barbaro,"LXXXIII",,Bdellium,,,0,,,,
lusitanus:73,lusitanus,73,,De bdellio,,,71,,,,
monardes:LXIX,monardes,LXIX,,Du bdellium,,,71,,,,
wellmann:1.68,wellmann,1.68,,λίβανος,,,,div-186,,,
berendes:1.81,berendes,1.81,,Weihrauch,λίβανος,,083,div-138,,,
beck:1.68,beck,1.68,,Frankincense,λίβανος,,,div-88,,,
gunther:1.81,gunther,1.81,,LIBANON THUS. Frankincense,,,,div-68,,,
